sample	interval	gene_exon	log2ratio
SAMPLE_1	10:112350700-112350939	.	0.010057695
SAMPLE_1	10:112352774-112353037	.	0.014605861
SAMPLE_1	10:112356100-112356363	.	-0.082226941
SAMPLE_1	10:112357841-112358104	.	0.260574986
SAMPLE_1	10:112359359-112359622	.	-0.04528509
SAMPLE_1	10:112360143-112360358	.	-0.079722528
SAMPLE_1	10:112360726-112360941	.	0.171783968
SAMPLE_1	10:112361387-112361650	.	0.356634444
SAMPLE_1	10:112361674-112361985	.	0.234990411
SAMPLE_1	10:112362184-112362471	.	-0.214886228
SAMPLE_1	10:112362528-112362815	.	-0.109712913
SAMPLE_1	10:112362887-112363102	.	-0.249438242
SAMPLE_1	10:112363941-112364108	.	-0.28416938
SAMPLE_1	10:114710466-114710753	.	0.054550763
SAMPLE_1	10:114710915-114711082	.	-0.003327135
SAMPLE_1	10:114711184-114711423	.	0.462371053
SAMPLE_1	10:114724265-114724432	.	0.184239126
SAMPLE_1	10:114799727-114799942	.	-0.034822484
SAMPLE_1	10:114849108-114849347	.	-0.231037533
SAMPLE_1	10:114900889-114901128	.	-0.013239004
SAMPLE_1	10:114903625-114903840	.	-0.238098999
SAMPLE_1	10:114905719-114905910	.	0.121804472
SAMPLE_1	10:114910692-114910931	.	-0.067593483
SAMPLE_1	10:114911432-114911695	.	0.192841959
SAMPLE_1	10:114912038-114912253	.	0.340230283
SAMPLE_1	10:114917720-114917887	.	-0.502159595
SAMPLE_1	10:114918367-114918534	.	-0.069484865
SAMPLE_1	10:114919619-114919810	.	-0.04788349
SAMPLE_1	10:114920318-114920509	.	0.018309142
SAMPLE_1	10:114921233-114921448	.	0.105871633
SAMPLE_1	10:114925307-114925738	.	-0.009695687
SAMPLE_1	10:117004024-117004203	.	-0.087598723
SAMPLE_1	10:119082351-119082530	.	0.171619839
SAMPLE_1	10:121160727-121160906	.	-0.163661351
SAMPLE_1	10:123239044-123239235	.	-0.233854659
SAMPLE_1	10:123239321-123239679	.	-0.168775204
SAMPLE_1	10:123239680-123241363	.	-0.099779609
SAMPLE_1	10:123241600-123241815	.	0.127993515
SAMPLE_1	10:123241816-123242428	.	-0.24551998
SAMPLE_1	10:123242507-123243156	.	0.00729441
SAMPLE_1	10:123243157-123243372	.	-0.00441777
SAMPLE_1	10:123244858-123245097	.	0.06717745
SAMPLE_1	10:123246819-123246986	.	0.113208522
SAMPLE_1	10:123247446-123247685	.	-0.011237888
SAMPLE_1	10:123255997-123256284	.	-0.129323246
SAMPLE_1	10:123257956-123258171	.	-0.022276658
SAMPLE_1	10:123260281-123260520	.	-0.002992554
SAMPLE_1	10:123263248-123263511	.	-0.203265523
SAMPLE_1	10:123274576-123274887	.	0.047537251
SAMPLE_1	10:123276773-123277036	.	0.115520533
SAMPLE_1	10:123278138-123278401	.	-0.078806528
SAMPLE_1	10:123279444-123279731	.	0.105743297
SAMPLE_1	10:123297808-123298023	.	0.066896934
SAMPLE_1	10:123298048-123298287	.	0.022103175
SAMPLE_1	10:123310745-123311032	.	0.029951894
SAMPLE_1	10:123323959-123324150	.	0.154788661
SAMPLE_1	10:123324941-123325228	.	0.110158569
SAMPLE_1	10:123353169-123353384	.	-0.126280117
SAMPLE_1	10:123353385-123353526	.	0.055286914
SAMPLE_1	10:12547973-12548152	.	0.164116815
SAMPLE_1	10:126277145-126277324	.	-0.12893461
SAMPLE_1	10:14764120-14764299	.	-0.032702188
SAMPLE_1	10:16980112-16980291	.	-0.046702736
SAMPLE_1	10:19196227-19196406	.	-0.23319109
SAMPLE_1	10:21412244-21412423	.	-0.039085376
SAMPLE_1	10:23628310-23628489	.	-0.202267744
SAMPLE_1	10:25844277-25844456	.	0.414132025
SAMPLE_1	10:28060404-28060583	.	0.295015755
SAMPLE_1	10:30276433-30276612	.	-0.095244791
SAMPLE_1	10:32492511-32492690	.	0.171404677
SAMPLE_1	10:34708491-34708670	.	-0.072467206
SAMPLE_1	10:36892143-36892322	.	0.141580639
SAMPLE_1	10:39075696-39075875	.	-0.157076431
SAMPLE_1	10:42602121-42602300	.	0.614990395
SAMPLE_1	10:43572647-43572838	.	-0.038190651
SAMPLE_1	10:43595907-43596170	.	0.037601947
SAMPLE_1	10:43597790-43598077	.	-0.12747088
SAMPLE_1	10:43600386-43600655	.	0.05442357
SAMPLE_1	10:43601766-43602077	.	0.015033674
SAMPLE_1	10:43604423-43604734	.	0.091891536
SAMPLE_1	10:43604735-43606651	.	-0.055195801
SAMPLE_1	10:43606652-43606915	.	0.10161142
SAMPLE_1	10:43606916-43607489	.	-0.05976073
SAMPLE_1	10:43607490-43607729	.	-0.4120737
SAMPLE_1	10:43607730-43608247	.	-0.256831686
SAMPLE_1	10:43608248-43608463	.	0.024604379
SAMPLE_1	10:43608464-43608955	.	-0.307832594
SAMPLE_1	10:43608956-43609171	.	-0.229844486
SAMPLE_1	10:43609172-43609923	.	0.001713787
SAMPLE_1	10:43609924-43610187	.	0.113546941
SAMPLE_1	10:43610188-43611973	.	-0.074510157
SAMPLE_1	10:43611974-43612237	.	0.130751887
SAMPLE_1	10:43612238-43613766	.	-0.006411163
SAMPLE_1	10:43613767-43613982	.	0.073051383
SAMPLE_1	10:43614930-43615241	.	0.092956742
SAMPLE_1	10:43615470-43615709	.	0.088037486
SAMPLE_1	10:43617345-43617512	.	0.078244903
SAMPLE_1	10:43619068-43619307	.	-0.101877396
SAMPLE_1	10:43620273-43620488	.	0.157871055
SAMPLE_1	10:43621969-43622256	.	0.006039172
SAMPLE_1	10:43623507-43623770	.	0.042775359
SAMPLE_1	10:45708037-45708216	.	0.499651051
SAMPLE_1	10:47792292-47792471	.	-0.299885203
SAMPLE_1	10:49869907-49870026	.	0.191053466
SAMPLE_1	10:51947557-51947736	.	-0.86603824
SAMPLE_1	10:5252135-5252254	.	0.150578354
SAMPLE_1	10:54029815-54029994	.	0.425152814
SAMPLE_1	10:56112523-56112702	.	0.086563374
SAMPLE_1	10:58195005-58195184	.	0.239982336
SAMPLE_1	10:62539870-62540013	.	-0.208413192
SAMPLE_1	10:62544409-62544672	.	0.079462554
SAMPLE_1	10:62545364-62545603	.	-0.253323965
SAMPLE_1	10:62547761-62548048	.	0.041102442
SAMPLE_1	10:62551598-62551859	.	0.036403001
SAMPLE_1	10:62551860-62552096	.	-0.004952428
SAMPLE_1	10:62553576-62553791	.	-0.188229452
SAMPLE_1	10:67455754-67455933	.	0.108714103
SAMPLE_1	10:69906804-69906983	.	0.371787684
SAMPLE_1	10:72357797-72357960	.	-0.096111244
SAMPLE_1	10:72357961-72358124	.	0.190140574
SAMPLE_1	10:72358125-72358288	.	-0.107643423
SAMPLE_1	10:72358289-72358452	.	-0.146358153
SAMPLE_1	10:72358453-72358616	.	0.227347257
SAMPLE_1	10:72358617-72358780	.	0.217829147
SAMPLE_1	10:72358781-72358948	.	-0.208757552
SAMPLE_1	10:72360113-72360296	.	0.262364185
SAMPLE_1	10:72360297-72360480	.	0.301697308
SAMPLE_1	10:72360481-72360664	.	0.210731243
SAMPLE_1	10:74395066-74395245	.	-0.859167805
SAMPLE_1	10:76429389-76429568	.	0.079069139
SAMPLE_1	10:78463821-78464000	.	0.008468315
SAMPLE_1	10:80498154-80498333	.	-0.051211553
SAMPLE_1	10:8097607-8097870	.	0.196786533
SAMPLE_1	10:8100260-8100811	.	0.041040636
SAMPLE_1	10:8105897-8106160	.	-0.13173854
SAMPLE_1	10:8111379-8111618	.	0.051388067
SAMPLE_1	10:8115700-8115987	.	0.084706286
SAMPLE_1	10:82532610-82532789	.	0.067791325
SAMPLE_1	10:84566969-84567148	.	-0.31700926
SAMPLE_1	10:86601338-86601517	.	-0.157295996
SAMPLE_1	10:88635725-88635892	.	-0.053995631
SAMPLE_1	10:88649768-88650031	.	-0.011714352
SAMPLE_1	10:88651827-88652042	.	0.042950291
SAMPLE_1	10:88659491-88659706	.	-0.068874146
SAMPLE_1	10:88659726-88659941	.	-0.10785836
SAMPLE_1	10:88671937-88672200	.	-0.075015513
SAMPLE_1	10:88676831-88677142	.	0.257501371
SAMPLE_1	10:88678922-88679233	.	0.154768195
SAMPLE_1	10:88681221-88681508	.	-0.020930379
SAMPLE_1	10:88683078-88683307	.	-0.078323235
SAMPLE_1	10:88683308-88683533	.	0.060489166
SAMPLE_1	10:89624170-89624361	.	0.249093016
SAMPLE_1	10:89653728-89653919	.	0.131524101
SAMPLE_1	10:89685220-89685363	.	-0.083298262
SAMPLE_1	10:89690753-89690896	.	-0.166806205
SAMPLE_1	10:89692769-89693008	.	-0.122227871
SAMPLE_1	10:89711826-89712065	.	0.039189135
SAMPLE_1	10:89717561-89717824	.	0.162931781
SAMPLE_1	10:89720643-89720882	.	-0.140149238
SAMPLE_1	10:89724993-89725280	.	0.113495672
SAMPLE_1	10:90750544-90750753	.	-0.288259765
SAMPLE_1	10:90762737-90763000	.	0.041343007
SAMPLE_1	10:90767406-90767645	.	0.021656852
SAMPLE_1	10:90768592-90768807	.	0.149830289
SAMPLE_1	10:90770243-90770410	.	0.057659941
SAMPLE_1	10:90770457-90770624	.	-0.014052402
SAMPLE_1	10:90771701-90771892	.	0.329297452
SAMPLE_1	10:90773040-90773183	.	-0.389640926
SAMPLE_1	10:90773852-90774211	.	0.240989454
SAMPLE_1	10:94146582-94146761	.	0.250813463
SAMPLE_1	10:97518994-97519173	.	0.064381401
SAMPLE_1	11:102571143-102571322	.	0.275217539
SAMPLE_1	11:105334752-105334931	.	0.312930314
SAMPLE_1	11:108098304-108098463	.	-0.212308239
SAMPLE_1	11:108098464-108098666	.	-0.086394017
SAMPLE_1	11:108099846-108100109	.	0.173499629
SAMPLE_1	11:108106347-108106610	.	0.044845839
SAMPLE_1	11:108114631-108114894	.	-0.054969
SAMPLE_1	11:108115514-108115753	.	-0.200435926
SAMPLE_1	11:108117641-108117904	.	-0.149979346
SAMPLE_1	11:108119601-108119888	.	-0.040511235
SAMPLE_1	11:108121422-108121805	.	-0.054905085
SAMPLE_1	11:108122505-108122816	.	-0.155808078
SAMPLE_1	11:108123496-108123687	.	0.041701684
SAMPLE_1	11:108124534-108124773	.	0.116642733
SAMPLE_1	11:108126885-108127124	.	-0.010631197
SAMPLE_1	11:108128151-108128390	.	0.195464456
SAMPLE_1	11:108129662-108129853	.	0.260075148
SAMPLE_1	11:108137840-108138127	.	0.031809124
SAMPLE_1	11:108139081-108139392	.	-0.167167358
SAMPLE_1	11:108141736-108141926	.	-0.192102513
SAMPLE_1	11:108141927-108142187	.	-0.141326849
SAMPLE_1	11:108143201-108143392	.	0.007391686
SAMPLE_1	11:108143394-108143633	.	-0.03932425
SAMPLE_1	11:108150169-108150384	.	0.240579649
SAMPLE_1	11:108151665-108151952	.	0.068638712
SAMPLE_1	11:108153378-108153665	.	-0.00707298
SAMPLE_1	11:108154945-108155208	.	-0.168512992
SAMPLE_1	11:108158277-108158492	.	-0.132761987
SAMPLE_1	11:108159647-108159886	.	0.010602961
SAMPLE_1	11:108160273-108160584	.	-0.042342374
SAMPLE_1	11:108163289-108163576	.	-0.139801225
SAMPLE_1	11:108163990-108164253	.	0.071794394
SAMPLE_1	11:108165600-108165839	.	-0.006592114
SAMPLE_1	11:108167966-108168157	.	0.152690116
SAMPLE_1	11:108170383-108170670	.	-0.086914321
SAMPLE_1	11:108172326-108172565	.	0.005462244
SAMPLE_1	11:108173524-108173811	.	-0.110512628
SAMPLE_1	11:108175347-108175634	.	-0.118995693
SAMPLE_1	11:108178572-108178763	.	0.068232247
SAMPLE_1	11:108180833-108181096	.	-0.085159283
SAMPLE_1	11:108183086-108183277	.	-0.062600575
SAMPLE_1	11:108186498-108186688	.	-0.044483775
SAMPLE_1	11:108186689-108186896	.	0.037593742
SAMPLE_1	11:108188042-108188305	.	-0.260194762
SAMPLE_1	11:108190625-108190840	.	-0.045719054
SAMPLE_1	11:108191980-108192195	.	-0.009225134
SAMPLE_1	11:108196034-108196273	.	-0.00014333
SAMPLE_1	11:108196737-108197000	.	0.00228853
SAMPLE_1	11:108198321-108198536	.	0.332945028
SAMPLE_1	11:108199737-108199976	.	0.093138522
SAMPLE_1	11:108200889-108201200	.	-0.186040344
SAMPLE_1	11:108202120-108202335	.	-0.099163651
SAMPLE_1	11:108202553-108202816	.	-0.03007492
SAMPLE_1	11:108203438-108203677	.	-0.113918078
SAMPLE_1	11:108204558-108204749	.	-0.030101652
SAMPLE_1	11:108205646-108205885	.	-0.023433258
SAMPLE_1	11:108206522-108206737	.	-0.069172259
SAMPLE_1	11:108213892-108214155	.	0.004461723
SAMPLE_1	11:108216421-108216684	.	-0.123314383
SAMPLE_1	11:108217953-108218144	.	-0.182579617
SAMPLE_1	11:108224442-108224657	.	-0.028070061
SAMPLE_1	11:108225486-108225653	.	0.049634506
SAMPLE_1	11:108235757-108235996	.	0.105501527
SAMPLE_1	11:108236000-108236287	.	0.052622011
SAMPLE_1	11:111957574-111957741	.	-0.383084038
SAMPLE_1	11:111958531-111958746	.	0.043845572
SAMPLE_1	11:111959531-111959794	.	-0.184436137
SAMPLE_1	11:111961695-111961910	.	-0.092313612
SAMPLE_1	11:111965480-111965743	.	-0.035824137
SAMPLE_1	11:111978172-111978387	.	0.109588983
SAMPLE_1	11:111989866-111990078	.	-0.404284338
SAMPLE_1	11:115148602-115148781	.	-0.020997925
SAMPLE_1	11:118307219-118307668	.	0.274955798
SAMPLE_1	11:118309680-118309895	.	-0.112113903
SAMPLE_1	11:118318287-118318454	.	0.148415007
SAMPLE_1	11:118339441-118339608	.	-0.065721309
SAMPLE_1	11:118342372-118345035	.	0.058524945
SAMPLE_1	11:118347465-118347752	.	0.128078605
SAMPLE_1	11:118348680-118348919	.	0.102451591
SAMPLE_1	11:118348920-118349513	.	-0.009341989
SAMPLE_1	11:118349575-118350836	.	-0.219414374
SAMPLE_1	11:118350837-118351004	.	-0.119694367
SAMPLE_1	11:118351005-118351482	.	-0.092817992
SAMPLE_1	11:118351655-118352014	.	-0.257594349
SAMPLE_1	11:118352130-118352426	.	-0.332272403
SAMPLE_1	11:118352427-118352810	.	0.000972902
SAMPLE_1	11:118352811-118353077	.	-0.060829737
SAMPLE_1	11:118353078-118353269	.	0.130591862
SAMPLE_1	11:118353270-118353415	.	-0.220844047
SAMPLE_1	11:118353422-118353721	.	-0.748103973
SAMPLE_1	11:118353809-118353929	.	-1.108613902
SAMPLE_1	11:118354188-118354843	.	-0.175095152
SAMPLE_1	11:118354844-118355083	.	0.104037046
SAMPLE_1	11:118355084-118355525	.	-0.006517739
SAMPLE_1	11:118355526-118355741	.	-0.30040945
SAMPLE_1	11:118355742-118356521	.	-0.111214936
SAMPLE_1	11:118356811-118357470	.	-0.189468717
SAMPLE_1	11:118357549-118358628	.	-0.135526013
SAMPLE_1	11:118358868-118359269	.	0.0230112
SAMPLE_1	11:118359270-118359533	.	-0.072541443
SAMPLE_1	11:118359534-118359649	.	-0.223259812
SAMPLE_1	11:118359923-118360458	.	-0.301725178
SAMPLE_1	11:118360459-118360650	.	-0.294848958
SAMPLE_1	11:118360651-118360783	.	-0.278004768
SAMPLE_1	11:118360784-118361023	.	-0.15444345
SAMPLE_1	11:118361024-118361851	.	-0.171106845
SAMPLE_1	11:118361852-118362091	.	-0.035661502
SAMPLE_1	11:118362092-118362406	.	-0.416777154
SAMPLE_1	11:118362407-118362694	.	-0.074249684
SAMPLE_1	11:118363715-118364002	.	-0.116804791
SAMPLE_1	11:118364950-118365165	.	-0.072749294
SAMPLE_1	11:118365350-118365541	.	-0.131573705
SAMPLE_1	11:118366356-118366667	.	0.142913139
SAMPLE_1	11:118366921-118367136	.	-0.070177661
SAMPLE_1	11:118368600-118368839	.	0.047307856
SAMPLE_1	11:118369032-118369295	.	0.006480509
SAMPLE_1	11:118369969-118370184	.	0.003780847
SAMPLE_1	11:118370493-118370684	.	-0.066409697
SAMPLE_1	11:118371646-118371909	.	0.043208746
SAMPLE_1	11:118372336-118372623	.	0.187318449
SAMPLE_1	11:118373101-118377372	.	0.071812539
SAMPLE_1	11:118378188-118378379	.	-0.310921411
SAMPLE_1	11:118379799-118379966	.	0.054843277
SAMPLE_1	11:118380604-118380891	.	0.268774621
SAMPLE_1	11:118382607-118382798	.	0.037191523
SAMPLE_1	11:118390276-118390563	.	-0.082247322
SAMPLE_1	11:118390618-118390833	.	-0.293509733
SAMPLE_1	11:118391463-118391654	.	-0.070480912
SAMPLE_1	11:118391948-118392187	.	0.00277493
SAMPLE_1	11:118392606-118392893	.	0.036357238
SAMPLE_1	11:119077069-119077380	.	0.073751873
SAMPLE_1	11:119103150-119103413	.	0.172592484
SAMPLE_1	11:119142386-119142649	.	0.029615749
SAMPLE_1	11:119144524-119144787	.	0.046993819
SAMPLE_1	11:119145483-119145722	.	-0.006696374
SAMPLE_1	11:119146656-119146895	.	-0.000915722
SAMPLE_1	11:119148415-119148606	.	-0.028775692
SAMPLE_1	11:119148822-119149061	.	-0.087036958
SAMPLE_1	11:119149166-119149477	.	-0.175256611
SAMPLE_1	11:119155625-119155864	.	0.350035154
SAMPLE_1	11:119155896-119156279	.	0.067191707
SAMPLE_1	11:119158513-119158704	.	-0.055042252
SAMPLE_1	11:119167578-119167793	.	-0.044539703
SAMPLE_1	11:119168035-119168250	.	0.071236116
SAMPLE_1	11:119169015-119169302	.	0.041627129
SAMPLE_1	11:119170204-119170491	.	0.172914736
SAMPLE_1	11:123044684-123044863	.	-1.363450749
SAMPLE_1	11:126918981-126919100	.	-0.904635983
SAMPLE_1	11:130793201-130793380	.	0.016811919
SAMPLE_1	11:13983772-13983951	.	0.178399026
SAMPLE_1	11:16871245-16871424	.	0.259368835
SAMPLE_1	11:19758767-19758946	.	-0.088451651
SAMPLE_1	11:22646230-22646390	.	0.072477718
SAMPLE_1	11:22646391-22646551	.	0.051791481
SAMPLE_1	11:22646552-22646712	.	-0.027911378
SAMPLE_1	11:22646713-22646873	.	-0.105233889
SAMPLE_1	11:22646874-22647034	.	-0.037469164
SAMPLE_1	11:22647035-22647195	.	-0.120009356
SAMPLE_1	11:22647196-22647357	.	-0.067659982
SAMPLE_1	11:236992-237201	.	-0.115639967
SAMPLE_1	11:238941-239132	.	-0.058653613
SAMPLE_1	11:243985-244272	.	-0.042340397
SAMPLE_1	11:244376-244519	.	-0.095273155
SAMPLE_1	11:244622-244813	.	0.184177033
SAMPLE_1	11:247219-247506	.	0.176508022
SAMPLE_1	11:248720-248894	.	-0.289206603
SAMPLE_1	11:248895-249114	.	-0.337127323
SAMPLE_1	11:250750-250917	.	0.110247937
SAMPLE_1	11:25088114-25088293	.	0.169735437
SAMPLE_1	11:251490-251681	.	0.119319342
SAMPLE_1	11:251770-251985	.	0.166140655
SAMPLE_1	11:252457-252648	.	-0.018808277
SAMPLE_1	11:27528911-27529090	.	0.097767672
SAMPLE_1	11:2905035-2905186	.	0.262024609
SAMPLE_1	11:2905187-2905416	.	0.275920288
SAMPLE_1	11:2905890-2906057	.	0.226097825
SAMPLE_1	11:2906058-2906225	.	-0.179229826
SAMPLE_1	11:2906226-2906393	.	0.220127128
SAMPLE_1	11:2906394-2906561	.	0.335959505
SAMPLE_1	11:2906562-2906729	.	0.23358249
SAMPLE_1	11:29969757-29969936	.	0.1013359
SAMPLE_1	11:32410545-32410784	.	0.286853544
SAMPLE_1	11:32413468-32413659	.	-0.223727803
SAMPLE_1	11:32414161-32414352	.	0.070225943
SAMPLE_1	11:32417746-32418009	.	-0.03274662
SAMPLE_1	11:32421434-32421649	.	0.03443772
SAMPLE_1	11:32437977-32438144	.	-0.139666303
SAMPLE_1	11:32439064-32439255	.	0.070903838
SAMPLE_1	11:32449445-32449660	.	-0.037906014
SAMPLE_1	11:32449984-32450223	.	-0.04964481
SAMPLE_1	11:32451989-32452204	.	-0.453093147
SAMPLE_1	11:32456239-32456898	.	0.080369697
SAMPLE_1	11:33880892-33881131	.	0.193205764
SAMPLE_1	11:33886144-33886311	.	-0.09266776
SAMPLE_1	11:33886312-33886479	.	0.052394313
SAMPLE_1	11:33890877-33891146	.	-1.64891879
SAMPLE_1	11:33891151-33891366	.	0.928673244
SAMPLE_1	11:36447922-36448101	.	0.012237538
SAMPLE_1	11:39004519-39004698	.	0.522534154
SAMPLE_1	11:41561165-41561344	.	0.202090271
SAMPLE_1	11:44117747-44117926	.	-0.214714537
SAMPLE_1	11:44129228-44129803	.	-0.022814067
SAMPLE_1	11:44130693-44130884	.	-0.311406536
SAMPLE_1	11:44135685-44135900	.	-0.030644687
SAMPLE_1	11:44146281-44146592	.	0.049562182
SAMPLE_1	11:44148316-44148555	.	-0.058828854
SAMPLE_1	11:44151546-44151737	.	0.239489089
SAMPLE_1	11:44165747-44165938	.	0.132406017
SAMPLE_1	11:44193107-44193346	.	0.013048879
SAMPLE_1	11:44219330-44219617	.	0.089769847
SAMPLE_1	11:44228294-44228557	.	0.095542602
SAMPLE_1	11:44253855-44254094	.	-0.195164477
SAMPLE_1	11:44255609-44255848	.	-0.005490861
SAMPLE_1	11:44257788-44257979	.	0.129499129
SAMPLE_1	11:44265648-44265887	.	-0.083949656
SAMPLE_1	11:47236631-47236870	.	-0.152188103
SAMPLE_1	11:47237835-47238074	.	-0.057462613
SAMPLE_1	11:47238361-47238648	.	-0.0578693
SAMPLE_1	11:47254306-47254569	.	0.271557501
SAMPLE_1	11:47256066-47256266	.	0.116423118
SAMPLE_1	11:47256267-47256540	.	0.106728124
SAMPLE_1	11:47256772-47257011	.	0.126117114
SAMPLE_1	11:47259338-47259601	.	0.139640121
SAMPLE_1	11:47259637-47259786	.	-0.190116539
SAMPLE_1	11:47260292-47260459	.	-0.059672536
SAMPLE_1	11:49317131-49317310	.	-0.037934541
SAMPLE_1	11:51373953-51374072	.	0.66033578
SAMPLE_1	11:532588-532803	.	0.237284005
SAMPLE_1	11:533237-533664	.	-0.005364504
SAMPLE_1	11:533711-533998	.	0.071059458
SAMPLE_1	11:534159-534374	.	0.093811292
SAMPLE_1	11:55028032-55028151	.	-0.002260842
SAMPLE_1	11:5576378-5576557	.	-0.146495356
SAMPLE_1	11:58112798-58112977	.	-0.128676334
SAMPLE_1	11:61197565-61197708	.	-0.520234985
SAMPLE_1	11:61204182-61204445	.	-0.037971025
SAMPLE_1	11:61205089-61205328	.	-0.120250223
SAMPLE_1	11:61205423-61205638	.	0.001785866
SAMPLE_1	11:61213358-61213597	.	0.321959016
SAMPLE_1	11:64532806-64533045	.	0.004727351
SAMPLE_1	11:64533279-64533638	.	0.092818427
SAMPLE_1	11:64534318-64534605	.	-0.597621231
SAMPLE_1	11:64534610-64534801	.	-0.023878944
SAMPLE_1	11:64535034-64535321	.	-0.334510675
SAMPLE_1	11:64535524-64535811	.	-0.151428853
SAMPLE_1	11:64536440-64536647	.	-0.122281282
SAMPLE_1	11:64536648-64536853	.	0.06117837
SAMPLE_1	11:64536854-64537133	.	0.113852859
SAMPLE_1	11:64537385-64537576	.	0.116776167
SAMPLE_1	11:64537672-64537935	.	0.267804888
SAMPLE_1	11:64540844-64541035	.	0.012612132
SAMPLE_1	11:64543914-64544153	.	0.047806655
SAMPLE_1	11:64545452-64545871	.	-1.800580816
SAMPLE_1	11:64571795-64572298	.	0.093062731
SAMPLE_1	11:64572456-64572719	.	0.003500472
SAMPLE_1	11:64573055-64573294	.	-0.002331958
SAMPLE_1	11:64573652-64573891	.	0.071405394
SAMPLE_1	11:64574431-64574610	.	-0.306549773
SAMPLE_1	11:64574611-64574742	.	-0.486719443
SAMPLE_1	11:64574968-64575207	.	0.024215703
SAMPLE_1	11:64575311-64575622	.	0.053954519
SAMPLE_1	11:64577112-64577591	.	0.160076193
SAMPLE_1	11:67016768-67016947	.	0.024450423
SAMPLE_1	11:69456025-69456336	.	0.133483473
SAMPLE_1	11:69457751-69458062	.	0.207447847
SAMPLE_1	11:69458548-69458811	.	0.105372168
SAMPLE_1	11:69462704-69462967	.	-0.185362838
SAMPLE_1	11:69465836-69466099	.	0.155750833
SAMPLE_1	11:71527273-71527452	.	-0.044413499
SAMPLE_1	11:73588552-73588671	.	-0.435188875
SAMPLE_1	11:75649904-75650083	.	0.00552261
SAMPLE_1	11:77711120-77711299	.	-0.10260072
SAMPLE_1	11:79772459-79772638	.	0.10862137
SAMPLE_1	11:8246108-8246323	.	0.246402198
SAMPLE_1	11:8248465-8248704	.	0.217543203
SAMPLE_1	11:8251789-8252100	.	-0.097349064
SAMPLE_1	11:8284792-8285001	.	0.27094452
SAMPLE_1	11:8289877-8290092	.	1.381713141
SAMPLE_1	11:83894461-83894640	.	0.211570497
SAMPLE_1	11:85956221-85956436	.	0.307052127
SAMPLE_1	11:85961282-85961545	.	0.075964268
SAMPLE_1	11:85963140-85963331	.	-0.247623414
SAMPLE_1	11:85966213-85966380	.	-0.18350451
SAMPLE_1	11:85967372-85967611	.	0.00348147
SAMPLE_1	11:85968502-85968693	.	-0.019819593
SAMPLE_1	11:85975164-85975355	.	0.200487304
SAMPLE_1	11:85977072-85977311	.	-0.094951393
SAMPLE_1	11:85979443-85979658	.	-0.251438189
SAMPLE_1	11:85981066-85981257	.	-0.386850166
SAMPLE_1	11:85987969-85988232	.	-0.173986794
SAMPLE_1	11:85988903-85989094	.	-0.127838747
SAMPLE_1	11:85989384-85989623	.	-0.079149615
SAMPLE_1	11:88753219-88753398	.	-0.184171415
SAMPLE_1	11:91516834-91517013	.	-0.570458944
SAMPLE_1	11:94280387-94280566	.	0.303433732
SAMPLE_1	11:97043923-97044102	.	-0.216207098
SAMPLE_1	11:99807582-99807761	.	0.165188469
SAMPLE_1	12:101169395-101169574	.	0.004892579
SAMPLE_1	12:105437923-105438102	.	-0.164111345
SAMPLE_1	12:107577250-107577429	.	-0.592721721
SAMPLE_1	12:109716626-109716805	.	-0.532782953
SAMPLE_1	12:111855941-111856690	.	0.727478503
SAMPLE_1	12:111872622-111872885	.	-0.20348152
SAMPLE_1	12:111884500-111884702	.	-0.229451753
